,Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title,dia_da_semana,mes_do_ano,morning,afternoon,night,dawn
4745,0 days 00:45:27,2025-03-22 14:03:32+00:00,Anas,BR (Brazil),00:45:57,00:45:57,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Doona!: Temporada 1: Conhecendo um ao outro (episódio 2),5,3,,0 days 00:45:27,,
4746,0 days 00:19:47,2025-03-22 02:30:48+00:00,Anas,BR (Brazil),00:21:11,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: As muito medianas leis da atração (episódio 7),5,3,,,,0 days 00:19:47
4748,0 days 00:00:26,2025-03-21 19:25:44+00:00,Anas,BR (Brazil),00:00:30,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Doona!: Temporada 1: Conhecendo um ao outro (episódio 2),4,3,,,0 days 00:00:26,
4749,0 days 00:08:19,2025-03-21 19:17:22+00:00,Anas,BR (Brazil),00:45:25,00:45:25,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Doona!: Temporada 1: A vida tem suas surpresas (episódio 1),4,3,,,0 days 00:08:19,
4750,0 days 00:00:27,2025-03-21 19:16:45+00:00,Anas,BR (Brazil),00:01:27,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: As muito medianas leis da atração (episódio 7),4,3,,,0 days 00:00:27,
4751,0 days 00:00:50,2025-03-21 19:07:38+00:00,Anas,BR (Brazil),00:01:00,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: As muito medianas leis da atração (episódio 7),4,3,,,0 days 00:00:50,
4752,0 days 01:02:23,2025-03-21 18:03:34+00:00,Anas,BR (Brazil),01:15:57,01:15:57,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Intensivão de Amor: Minissérie: Na vida, não existem respostas corretas, apenas melhores (episódio 6)",4,3,,,0 days 01:02:23,
4753,0 days 00:37:13,2025-03-21 17:25:04+00:00,Anas,BR (Brazil),00:37:13,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Doona!: Temporada 1: A vida tem suas surpresas (episódio 1),4,3,,0 days 00:37:13,,
4767,0 days 00:36:04,2025-03-21 14:33:09+00:00,Anas,BR (Brazil),01:07:36,01:07:36,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 12 (episódio 12),4,3,,0 days 00:36:04,,
4768,0 days 00:32:38,2025-03-21 01:38:26+00:00,Anas,BR (Brazil),00:13:36,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Intensivão de Amor: Minissérie: Na vida, não existem respostas corretas, apenas melhores (episódio 6)",4,3,,,,0 days 00:32:38
4769,0 days 01:15:28,2025-03-21 00:22:23+00:00,Anas,BR (Brazil),01:15:39,01:15:39,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: A secreta distribuição de probabilidade de x e y (episódio 5),4,3,,,,0 days 01:15:28
4770,0 days 00:41:02,2025-03-20 23:41:02+00:00,Anas,BR (Brazil),01:09:00,01:09:00,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: A revolta da sequência aritmética (episódio 4),3,3,,,0 days 00:41:02,
4771,0 days 00:31:30,2025-03-20 13:26:37+00:00,Anas,BR (Brazil),00:31:34,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 12 (episódio 12),3,3,,0 days 00:31:30,,
4772,0 days 00:38:11,2025-03-20 12:48:04+00:00,Anas,BR (Brazil),01:03:28,01:03:28,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 11 (episódio 11),3,3,,0 days 00:38:11,,
4774,0 days 00:24:57,2025-03-19 22:17:33+00:00,Anas,BR (Brazil),00:25:01,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 11 (episódio 11),2,3,,,0 days 00:24:57,
4775,0 days 01:07:18,2025-03-19 21:10:13+00:00,Anas,BR (Brazil),01:07:22,01:07:22,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 10 (episódio 10),2,3,,,0 days 01:07:18,
4776,0 days 01:06:39,2025-03-19 19:30:26+00:00,Anas,BR (Brazil),01:07:06,01:07:06,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 9 (episódio 9),2,3,,,0 days 01:06:39,
4777,0 days 01:15:04,2025-03-19 18:13:17+00:00,Anas,BR (Brazil),01:10:16,01:10:16,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 8 (episódio 8),2,3,,,0 days 01:15:04,
4778,0 days 01:06:39,2025-03-19 17:06:15+00:00,Anas,BR (Brazil),01:08:19,01:08:19,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 7 (episódio 7),2,3,,0 days 01:06:39,,
4779,0 days 01:09:10,2025-03-19 15:56:45+00:00,Anas,BR (Brazil),01:09:53,01:09:53,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 6 (episódio 6),2,3,,0 days 01:09:10,,
4780,0 days 01:09:50,2025-03-19 13:59:23+00:00,Anas,BR (Brazil),01:09:54,01:09:54,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 5 (episódio 5),2,3,,0 days 01:09:50,,
4781,0 days 01:09:02,2025-03-19 12:50:18+00:00,Anas,BR (Brazil),01:09:39,01:09:39,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 4 (episódio 4),2,3,,0 days 01:09:02,,
4782,0 days 00:33:12,2025-03-19 12:15:56+00:00,Anas,BR (Brazil),01:06:48,01:06:48,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 3 (episódio 3),2,3,,0 days 00:33:12,,
4784,0 days 00:18:30,2025-03-19 00:27:29+00:00,Anas,BR (Brazil),00:27:59,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: A revolta da sequência aritmética (episódio 4),2,3,,,,0 days 00:18:30
4785,0 days 00:02:27,2025-03-19 00:23:44+00:00,Anas,BR (Brazil),00:33:37,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 3 (episódio 3),2,3,,,,0 days 00:02:27
4786,0 days 00:01:20,2025-03-18 23:55:24+00:00,Anas,BR (Brazil),00:31:12,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 3 (episódio 3),1,3,,,0 days 00:01:20,
4787,0 days 00:10:43,2025-03-18 23:30:28+00:00,Anas,BR (Brazil),00:10:53,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: A revolta da sequência aritmética (episódio 4),1,3,,,0 days 00:10:43,
4788,0 days 00:18:25,2025-03-18 23:12:00+00:00,Anas,BR (Brazil),01:12:34,01:12:34,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: O número de vezes em que antipatia vira afeto (episódio 3),1,3,,,0 days 00:18:25,
4790,0 days 00:43:32,2025-03-18 00:42:01+00:00,Anas,BR (Brazil),00:54:11,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: O número de vezes em que antipatia vira afeto (episódio 3),1,3,,,,0 days 00:43:32
4791,0 days 00:10:31,2025-03-18 00:03:26+00:00,Anas,BR (Brazil),00:10:41,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: O número de vezes em que antipatia vira afeto (episódio 3),1,3,,,,0 days 00:10:31
4792,0 days 01:00:40,2025-03-17 22:47:38+00:00,Anas,BR (Brazil),01:14:34,01:14:34,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: A probabilidade de se encontrar um inimigo no pior momento (episódio 2),0,3,,,0 days 01:00:40,
4795,0 days 00:13:59,2025-03-17 13:48:32+00:00,Anas,BR (Brazil),00:14:45,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Intensivão de Amor: Minissérie: A probabilidade de se encontrar um inimigo no pior momento (episódio 2),0,3,,0 days 00:13:59,,
4796,0 days 00:20:37,2025-03-17 13:27:53+00:00,Anas,BR (Brazil),01:15:00,01:15:00,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Intensivão de Amor: Minissérie: Você e eu, a interseção de dois universos (episódio 1)",0,3,,0 days 00:20:37,,
4797,0 days 00:29:48,2025-03-17 12:56:52+00:00,Anas,BR (Brazil),00:29:52,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 3 (episódio 3),0,3,,0 days 00:29:48,,
4798,0 days 00:13:30,2025-03-17 12:43:19+00:00,Anas,BR (Brazil),01:08:24,01:08:24,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 2 (episódio 2),0,3,,0 days 00:13:30,,
4800,0 days 00:54:28,2025-03-16 23:59:45+00:00,Anas,BR (Brazil),00:54:29,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Intensivão de Amor: Minissérie: Você e eu, a interseção de dois universos (episódio 1)",6,3,,,0 days 00:54:28,
4805,0 days 00:27:04,2025-03-15 16:57:20+00:00,Anas,BR (Brazil),00:27:04,00:27:04,,,Samsung 2017 Kant-M UHD TV Smart TV,Se a Vida Te Der Tangerinas…: Minissérie: A primavera é curta demais (episódio 1),5,3,,0 days 00:27:04,,
4806,0 days 00:54:51,2025-03-15 15:33:51+00:00,Anas,BR (Brazil),00:54:55,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 2 (episódio 2),5,3,,0 days 00:54:51,,
4807,0 days 01:05:44,2025-03-15 14:28:05+00:00,Anas,BR (Brazil),01:05:44,01:05:44,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Quando o Telefone Toca: Minissérie: Episódio 1 (episódio 1),5,3,,0 days 01:05:44,,
4810,0 days 00:37:48,2025-03-15 12:56:32+00:00,Anas,BR (Brazil),00:48:51,00:48:51,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Escola dos Romances Proibidos: Temporada 1: Minha vida, minhas regras. (episódio 8)",5,3,,0 days 00:37:48,,
4811,0 days 00:09:21,2025-03-15 12:46:57+00:00,Anas,BR (Brazil),01:04:38,01:04:38,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Pelo amor e pela justiça (episódio 16),5,3,,0 days 00:09:21,,
4812,0 days 00:00:03,2025-03-14 23:57:46+00:00,Anas,BR (Brazil),00:00:03,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Se a Vida Te Der Tangerinas…: Minissérie: A primavera é curta demais (episódio 1),4,3,,,0 days 00:00:03,
4813,0 days 00:06:46,2025-03-14 23:40:20+00:00,Anas,BR (Brazil),00:06:47,00:06:47,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Amor e Batatas: Minissérie: O desgraçado da Wonhan (episódio 1),4,3,,,0 days 00:06:46,
4815,0 days 00:44:03,2025-03-14 00:31:40+00:00,Anas,BR (Brazil),01:11:25,01:11:25,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 16 (episódio 16),4,3,,,,0 days 00:44:03
4816,0 days 00:27:19,2025-03-13 22:58:48+00:00,Anas,BR (Brazil),00:27:23,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 16 (episódio 16),3,3,,,0 days 00:27:19,
4817,0 days 01:00:11,2025-03-13 21:43:16+00:00,Anas,BR (Brazil),01:15:36,01:15:36,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 15 (episódio 15),3,3,,,0 days 01:00:11,
4820,0 days 00:52:12,2025-03-13 18:37:04+00:00,Anas,BR (Brazil),00:55:17,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Pelo amor e pela justiça (episódio 16),3,3,,,0 days 00:52:12,
4822,0 days 00:03:01,2025-03-13 18:28:22+00:00,Anas,BR (Brazil),00:03:05,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Pelo amor e pela justiça (episódio 16),3,3,,,0 days 00:03:01,
4823,0 days 00:35:28,2025-03-13 17:52:50+00:00,Anas,BR (Brazil),01:01:45,01:01:45,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Strong Girl Nam-soon (episódio 15),3,3,,0 days 00:35:28,,
4825,0 days 00:14:46,2025-03-13 17:30:07+00:00,Anas,BR (Brazil),00:15:26,Not latest view,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 15 (episódio 15),3,3,,0 days 00:14:46,,
4826,0 days 01:06:11,2025-03-13 16:23:53+00:00,Anas,BR (Brazil),01:06:50,01:06:50,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 14 (episódio 14),3,3,,0 days 01:06:11,,
4827,0 days 00:40:38,2025-03-13 15:42:52+00:00,Anas,BR (Brazil),01:13:54,01:13:54,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 13 (episódio 13),3,3,,0 days 00:40:38,,
4828,0 days 00:07:25,2025-03-13 01:04:30+00:00,Anas,BR (Brazil),00:33:17,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 13 (episódio 13),3,3,,,,0 days 00:07:25
4829,0 days 00:25:21,2025-03-13 00:37:45+00:00,Anas,BR (Brazil),00:25:55,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 13 (episódio 13),3,3,,,,0 days 00:25:21
4830,0 days 01:04:48,2025-03-12 22:43:57+00:00,Anas,BR (Brazil),01:05:22,01:05:22,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 12 (episódio 12),2,3,,,0 days 01:04:48,
4831,0 days 00:10:41,2025-03-12 20:04:41+00:00,Anas,BR (Brazil),00:10:45,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 12 (episódio 12),2,3,,,0 days 00:10:41,
4832,0 days 01:16:42,2025-03-12 18:18:52+00:00,Anas,BR (Brazil),01:16:47,01:16:47,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 11 (episódio 11),2,3,,,0 days 01:16:42,
4833,0 days 01:05:09,2025-03-12 17:13:40+00:00,Anas,BR (Brazil),01:05:47,01:05:47,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 10 (episódio 10),2,3,,0 days 01:05:09,,
4834,0 days 01:09:03,2025-03-12 15:52:58+00:00,Anas,BR (Brazil),01:09:07,01:09:07,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 9 (episódio 9),2,3,,0 days 01:09:03,,
4835,0 days 00:14:08,2025-03-12 15:38:44+00:00,Anas,BR (Brazil),01:16:00,01:16:00,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 8 (episódio 8),2,3,,0 days 00:14:08,,
4836,0 days 00:26:21,2025-03-12 14:53:12+00:00,Anas,BR (Brazil),00:26:24,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Strong Girl Nam-soon (episódio 15),2,3,,0 days 00:26:21,,
4837,0 days 01:03:58,2025-03-12 13:48:38+00:00,Anas,BR (Brazil),01:04:36,01:04:36,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Um massacre previsto (episódio 14),2,3,,0 days 01:03:58,,
4838,0 days 00:49:39,2025-03-12 12:56:55+00:00,Anas,BR (Brazil),01:03:04,01:03:04,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Salvem as lebres do mar (episódio 13),2,3,,0 days 00:49:39,,
4839,0 days 00:42:18,2025-03-11 23:31:37+00:00,Anas,BR (Brazil),01:01:55,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 8 (episódio 8),1,3,,,0 days 00:42:18,
4840,0 days 00:15:53,2025-03-11 22:26:17+00:00,Anas,BR (Brazil),00:19:41,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 8 (episódio 8),1,3,,,0 days 00:15:53,
4841,0 days 00:03:53,2025-03-11 21:18:05+00:00,Anas,BR (Brazil),00:03:57,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 8 (episódio 8),1,3,,,0 days 00:03:53,
4842,0 days 00:09:11,2025-03-11 21:08:44+00:00,Anas,BR (Brazil),01:13:42,01:13:42,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 7 (episódio 7),1,3,,,0 days 00:09:11,
4843,0 days 00:13:21,2025-03-11 19:40:24+00:00,Anas,BR (Brazil),00:13:25,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Salvem as lebres do mar (episódio 13),1,3,,,0 days 00:13:21,
4844,0 days 01:00:42,2025-03-11 18:39:39+00:00,Anas,BR (Brazil),01:01:18,01:01:18,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Diamantes cortam diamantes (episódio 12),1,3,,,0 days 01:00:42,
4845,0 days 00:48:03,2025-03-11 17:51:33+00:00,Anas,BR (Brazil),01:04:28,01:04:28,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: No limite (episódio 11),1,3,,0 days 00:48:03,,
4846,0 days 01:04:31,2025-03-11 16:16:15+00:00,Anas,BR (Brazil),01:04:34,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 7 (episódio 7),1,3,,0 days 01:04:31,,
4847,0 days 00:17:38,2025-03-11 15:58:25+00:00,Anas,BR (Brazil),01:16:35,01:16:35,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 6 (episódio 6),1,3,,0 days 00:17:38,,
4848,0 days 00:16:23,2025-03-11 15:20:25+00:00,Anas,BR (Brazil),00:16:27,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: No limite (episódio 11),1,3,,0 days 00:16:23,,
4849,0 days 01:02:09,2025-03-11 14:18:14+00:00,Anas,BR (Brazil),01:02:13,01:02:13,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Os figurantes (episódio 10),1,3,,0 days 01:02:09,,
4850,0 days 00:22:04,2025-03-11 13:55:01+00:00,Anas,BR (Brazil),01:01:05,01:01:05,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: A raiz dos vícios (episódio 9),1,3,,0 days 00:22:04,,
4852,0 days 00:59:34,2025-03-10 23:45:54+00:00,Anas,BR (Brazil),00:59:16,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 6 (episódio 6),0,3,,,0 days 00:59:34,
4853,0 days 00:29:53,2025-03-10 23:15:26+00:00,Anas,BR (Brazil),01:12:11,01:12:11,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 5 (episódio 5),0,3,,,0 days 00:29:53,
4856,0 days 00:42:18,2025-03-09 23:34:54+00:00,Anas,BR (Brazil),00:42:22,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 5 (episódio 5),6,3,,,0 days 00:42:18,
4857,0 days 00:12:40,2025-03-09 23:18:03+00:00,Anas,BR (Brazil),01:09:10,01:09:10,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 4 (episódio 4),6,3,,,0 days 00:12:40,
4858,0 days 00:19:49,2025-03-09 21:05:10+00:00,Anas,BR (Brazil),00:19:52,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 4 (episódio 4),6,3,,,0 days 00:19:49,
4859,0 days 01:08:48,2025-03-09 19:22:16+00:00,Anas,BR (Brazil),01:08:22,01:08:22,,Autoplayed: user action: User_Interaction; ,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 3 (episódio 3),6,3,,,0 days 01:08:48,
4860,0 days 00:09:56,2025-03-09 19:11:01+00:00,Anas,BR (Brazil),01:10:06,01:10:06,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 2 (episódio 2),6,3,,,0 days 00:09:56,
4861,0 days 00:00:13,2025-03-09 19:10:40+00:00,Anas,BR (Brazil),00:00:52,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 3 (episódio 3),6,3,,,0 days 00:00:13,
4862,0 days 00:00:57,2025-03-09 19:09:08+00:00,Anas,BR (Brazil),00:01:32,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 2 (episódio 2),6,3,,,0 days 00:00:57,
4863,0 days 00:16:18,2025-03-09 17:33:30+00:00,Anas,BR (Brazil),01:06:57,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 2 (episódio 2),6,3,,0 days 00:16:18,,
4864,0 days 00:06:17,2025-03-09 16:28:16+00:00,Anas,BR (Brazil),00:50:40,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 2 (episódio 2),6,3,,0 days 00:06:17,,
4865,0 days 00:38:59,2025-03-09 14:33:03+00:00,Anas,BR (Brazil),00:39:03,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: A raiz dos vícios (episódio 9),6,3,,0 days 00:38:59,,
4866,0 days 01:03:55,2025-03-09 13:29:03+00:00,Anas,BR (Brazil),01:04:35,01:04:35,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Luz e sombra de Gangnam (episódio 8),6,3,,0 days 01:03:55,,
4867,0 days 00:33:13,2025-03-09 12:45:16+00:00,Anas,BR (Brazil),01:05:15,01:05:15,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Arco-íris da Lua (episódio 7),6,3,,0 days 00:33:13,,
4902,0 days 00:23:20,2025-03-08 16:57:07+00:00,Anas,BR (Brazil),00:45:58,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 2 (episódio 2),5,3,,0 days 00:23:20,,
4903,0 days 00:11:01,2025-03-08 13:51:21+00:00,Anas,BR (Brazil),00:11:06,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Escola dos Romances Proibidos: Temporada 1: Minha vida, minhas regras. (episódio 8)",5,3,,0 days 00:11:01,,
4904,0 days 00:20:01,2025-03-08 13:31:17+00:00,Anas,BR (Brazil),00:46:44,00:46:44,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Escola dos Romances Proibidos: Temporada 1: É crime se apaixonar? (episódio 7),5,3,,0 days 00:20:01,,
4905,0 days 00:29:38,2025-03-08 13:00:49+00:00,Anas,BR (Brazil),00:30:19,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Arco-íris da Lua (episódio 7),5,3,,0 days 00:29:38,,
4906,0 days 00:28:17,2025-03-08 12:29:11+00:00,Anas,BR (Brazil),01:04:38,01:04:38,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Mistério X (episódio 6),5,3,,0 days 00:28:17,,
4910,0 days 00:27:59,2025-03-08 01:36:14+00:00,Anas,BR (Brazil),00:36:29,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Mistério X (episódio 6),5,3,,,,0 days 00:27:59
4911,0 days 00:22:15,2025-03-08 00:48:11+00:00,Anas,BR (Brazil),00:22:37,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 2 (episódio 2),5,3,,,,0 days 00:22:15
4912,0 days 00:08:02,2025-03-08 00:40:06+00:00,Anas,BR (Brazil),01:07:22,01:07:22,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 1 (episódio 1),5,3,,,,0 days 00:08:02
4914,0 days 00:08:26,2025-03-08 00:29:39+00:00,Anas,BR (Brazil),00:08:30,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Mistério X (episódio 6),5,3,,,,0 days 00:08:26
4915,0 days 00:09:10,2025-03-08 00:20:26+00:00,Anas,BR (Brazil),01:04:37,01:04:37,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Strong Girl Nam-soon: Minissérie: Vigilante de Seul (episódio 5),5,3,,,,0 days 00:09:10
4916,0 days 00:44:34,2025-03-07 00:31:30+00:00,Anas,BR (Brazil),00:59:23,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Sorriso Real: Minissérie: Episódio 1 (episódio 1),4,3,,,,0 days 00:44:34
