CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between
cowboy bebop,Lï¿½o,0 days 10:24:00,0 days 00:42:21,0 days 00:34:09,0 days 02:16:36,0 days 06:50:54.305928,35,,,2,1,4,3,1,0,3,0,14,0,0,0,0,0,0,0,0,0,0,cowboy bebop,Cowboy Bebop,"[16, 10759, 10765, 37]",https://image.tmdb.org/t/p/w500/hbLDwYri1pyiEIMpICgftu7s8NE.jpg,tv,31.525,28,8.507,1886,[25],1,['JP'],"['philosophy', 'bounty hunter', 'jazz', 'anti hero', 'blues', 'future', 'space', 'space western', 'dark past', 'crime syndicate', 'neo-noir', 'anime', 'spaceship', 'ambiguity', 'western', 'space kowboy', 'psychological drama']",-1,3,0,0,0,0,0,0,1,9.5,0 days 00:17:49.714285714,
the midnight gospel,Lï¿½o,0 days 03:12:00,0 days 00:10:42,0 days 00:18:01,0 days 01:12:06,0 days 01:31:11.331084,10,,,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,the midnight gospel,The Midnight Gospel,"[16, 35, 10765, 9648]",https://image.tmdb.org/t/p/w500/me3kxfiFRkdto6SmDQv0nczjfmP.jpg,tv,5.4283,6,8.275,908,,1,['US'],[],-1,5,0,0,0,0,0,0,0,8.5,0 days 00:19:12,
de volta para o futuro,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,de volta para o futuro,De Volta para o Futuro,"[12, 35, 878]",https://image.tmdb.org/t/p/w500/i996T0lI1fGtFEowiH3V6eZthL0.jpg,movie,20.9712,41,8.325,21493,115,,['US'],"['flying car', 'race against time', 'clock tower', 'car race', 'lightning', 'guitar', 'inventor', 'journey in the past', 'invention', 'time travel', 'bullying', 'mad scientist', 'love', 'fish out of water', 'terrorism', 'teenage love', 'destiny', 'burlesque', 'hidden identity', 'teenage life', 'changing the past or future', '1950s', 'hilarious', 'bold', 'excited']",-1,1,0,0,0,0,0,0,0,6.0,0 days 01:55:12,
sex education,Lï¿½o,0 days 19:12:00,0 days 00:18:27,0 days 02:01:42,0 days 08:06:49,0 days 08:45:01.266391,39,,,4,3,4,2,1,7,5,0,0,0,0,0,0,18,8,0,0,0,0,sex education,Sex Education,"[35, 18]",https://image.tmdb.org/t/p/w500/2SUS5YMoBmJ8IYZzipTHCzIixRc.jpg,tv,29.8214,7,8.2,7770,,4,['GB'],"['england', 'small town', 'sex therapy', 'high school', 'coming of age', 'school', 'teenage sexuality', 'lgbt', 'lgbt teen', 'sex comedy', 'black lgbt', 'candid', 'sex therapist', 'teenage protagonist', 'asexuality', 'gay theme', 'bittersweet', 'teenager', 'ambiguous', 'inflammatory']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:29:32.307692307,
voci12,Lï¿½o,0 days 14:24:00,0 days 00:45:54,0 days 01:27:43,0 days 05:50:52,0 days 06:19:31.419044,35,,,3,2,7,3,0,3,3,0,0,0,0,0,0,0,0,0,0,9,12,voci12,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,7.5,0 days 00:24:41.142857142,
trem-bala,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,3,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,trem-bala,Trem-Bala,"[28, 35, 53]",https://image.tmdb.org/t/p/w500/gTcNngmi7hC1FRgvMkTc4ZoPCAW.jpg,movie,12.1853,4,7.414,7332,126,,['US'],"['mission', 'japan', 'assassin', 'based on novel or book', 'briefcase', 'train', 'luck', 'runaway train', 'deadly snake', 'duringcreditsstinger', 'train travel', 'professional assassin', 'interwoven stories', 'high speed', 'passenger train', 'bullet train', 'death by poisoning', 'shinkansen', 'hitmen', 'traveling by train']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:38:24,
la casa de papel,Lï¿½o,1 days 14:24:00,0 days 01:14:27,0 days 03:20:31,0 days 13:22:02,0 days 20:26:59.802348,63,,,0,9,8,15,3,8,10,0,53,0,0,0,0,0,0,0,0,0,0,la casa de papel,La casa de papel,"[80, 18]",https://image.tmdb.org/t/p/w500/yVUAfbrP5HDJugXraB7KQS0yz6Z.jpg,tv,27.7943,9,8.2,19307,,3,['ES'],"['stockholm syndrome', 'spain', 'perfect crime', 'robbery', 'professor', 'flashback', 'heist', 'sexual tension', 'bank robbery', 'hostage situation', 'tunnel', 'time jump', 'intense', 'awestruck']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:36:34.285714285,
corra,Lï¿½o,0 days 01:55:12,0 days 00:19:14,0 days 00:05:57,0 days 00:23:48,0 days 01:06:12.691837,3,,,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,corra,"Corra, Baby, Corra","[28, 53]",https://image.tmdb.org/t/p/w500/w5wGJiZ2CUJ5lfqBmu8gZ5Zniny.jpg,movie,2.0967,2,6.2,10,98,,['ES'],['deaf girl'],-1,-1,0,0,0,0,0,0,0,8.5,0 days 00:38:24,
pulp fiction,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,3,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pulp fiction,Pulp Fiction: Tempo de Violência,"[53, 80, 35]",https://image.tmdb.org/t/p/w500/tptjnB2LDbuUWya9Cx5sQtv5hqb.jpg,movie,27.1701,32,8.486,29843,154,,['US'],"['drug dealer', 'drug crime', 'stolen money', 'crime boss', 'redemption', 'los angeles, california', 'theft', 'nonlinear timeline', 'multiple storylines', 'neo-noir', 'dramatic', 'amused']",8,5,0,0,0,0,0,0,0,9.0,0 days 00:38:24,
bastardos ingli12rios,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,4,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bastardos ingli12rios,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,9.0,0 days 00:28:48,
narcos,Lï¿½o,1 days 04:48:00,0 days 00:13:13,0 days 02:22:52,0 days 09:31:27,0 days 16:40:27.752315,43,,,0,7,12,11,7,3,0,0,0,0,0,0,0,0,0,0,40,0,0,narcos,Narcos,"[80, 18]",https://image.tmdb.org/t/p/w500/zzz1KiXWqr8SvqiAb1NmFtnV7Uu.jpg,tv,42.6345,11,8.072,3210,,3,['US'],"['cocaine', 'drug dealer', 'outlaw', 'based on true story', 'drug cartel', 'conflict', 'drugs', 'drug lord', 'illegal drugs', 'dea', 'narcotics', 'angry', 'cartel', '1980s', 'escobar', 'pablo escobar', 'dark', 'narcos', 'colombia', 'gritty', 'thriller', 'action', 'harsh']",-1,5,0,0,0,0,0,0,0,9.0,0 days 00:40:11.162790697,
como vender drogas online (ri12pido),Lï¿½o,0 days 09:36:00,0 days 00:22:42,0 days 00:49:40,0 days 03:18:42,0 days 05:04:55.691439,22,,,0,2,2,3,1,3,1,0,0,0,0,0,0,12,0,0,0,0,0,como vender drogas online (ri12pido),,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:26:10.909090909,
bojack horseman,Lï¿½o,1 days 14:24:00,0 days 00:43:02,0 days 02:16:16,0 days 09:05:05,1 days 02:19:37.330001,54,,,6,5,7,8,11,11,6,0,0,0,0,0,0,0,0,0,54,0,0,bojack horseman,BoJack Horseman,"[16, 35, 18]",https://image.tmdb.org/t/p/w500/6JFWzlChcGgLiIUo2COgNlWGFKy.jpg,tv,55.9135,12,8.542,2784,,6,['US'],"['drug abuse', 'show business', 'depression', 'nihilism', 'horse', 'cynicism', 'alcoholism', 'satire', 'adult humor', 'anthropomorphism', 'hollywood', 'adult animation', 'hollywood star', 'existentialism', 'sitcom', 'thoughtful', 'nihilist', 'depressing', 'tragic', 'tv comedies']",-1,5,0,0,0,0,0,0,0,8.0,0 days 00:42:40,
dii12rio de um banana,Lï¿½o,0 days 01:55:12,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,8,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,dii12rio de um banana,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:14:24,
shrek 1,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,2,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,shrek 1,"Shrek 1 - ""Alheyuya"" (Josan)",[],,movie,0.0441,,0.0,0,,,,[],-1,-1,0,0,0,0,0,0,0,9.0,0 days 00:57:36,
uma noite no museu,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,5,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,uma noite no museu,Uma Noite no Museu,"[14, 10751, 35]",https://image.tmdb.org/t/p/w500/Pca1hVNgPAUcp6zVHldlboh80R.jpg,movie,7.5469,20,6.597,10836,108,,"['US', 'GB']","['night shift', 'skeleton', 'chaos', 'maya civilization', 'museum', 'genghis khan', 'natural history', 'dinosaur', ""based on children's book"", 'magical object', 'security guard', 'duringcreditsstinger', 'pharaoh', 'inanimate objects come to life']",-1,1,0,0,0,0,0,0,0,6.0,0 days 00:23:02.400000,
uma aventura lego,Lï¿½o,0 days 01:55:12,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,3,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,uma aventura lego,Uma Aventura Lego,"[16, 10751, 12, 35, 14]",https://image.tmdb.org/t/p/w500/yFAP5ePJuKaiFNm0h3hi3P3p19E.jpg,movie,7.7334,12,7.422,8340,100,,"['AU', 'DK', 'US']","['friendship', 'parent child relationship', 'prophecy', 'superhero', 'villain', 'based on comic', 'part live action', 'based on toy', 'falling in love', 'anti villain', 'super power', 'good cop bad cop', 'duringcreditsstinger', 'live action and animation', 'lego', 'father son relationship', 'loving', 'mischievous', 'playful', 'irreverent', 'evil tyrant', 'witty', 'hilarious', 'whimsical', 'celebratory', 'euphoric', 'exhilarated', 'exuberant', 'ridiculous']",-1,1,0,1,0,0,0,1,0,6.0,0 days 00:38:24,
o incri12vel mundo de gumball,Lï¿½o,0 days 19:12:00,0 days 01:43:42,0 days 01:05:32,0 days 04:22:09,0 days 12:00:36.843445,31,,,2,4,8,4,3,1,2,0,0,0,0,0,0,0,24,0,0,0,0,o incri12vel mundo de gumball,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,7.0,0 days 00:37:09.677419354,
shrek 2,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,shrek 2,Shrek 2,"[16, 10751, 35, 14, 10749]",https://image.tmdb.org/t/p/w500/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,movie,11.5274,22,7.309,13273,93,,['US'],"['prison', 'princess', 'magic', 'kingdom', 'fairy tale', 'liberation', 'transformation', 'honeymoon', 'prince', 'villain', 'parents-in-law', 'enchantment', 'sequel', 'anthropomorphism', 'dragon', 'ogre', 'fairy godmother', 'cartoon donkey']",-1,1,0,0,0,1,0,0,0,8.0,0 days 01:55:12,
cyberpunk: edgerunners,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,19,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cyberpunk: edgerunners,Cyberpunk: Mercenários,"[16, 10759, 18, 10765]",https://image.tmdb.org/t/p/w500/nWvAY8yHE873adMws83XqBPf7W2.jpg,tv,22.0595,4,8.477,1726,[25],2,['JP'],"['technology', 'mercenary', 'dystopia', 'anthology', 'conspiracy', 'cyberpunk', 'based on video game', 'futuristic society', 'aggressive', 'anime', 'original net animation (ona)', 'bitter', 'tragic']",-1,5,0,0,0,0,1,0,1,8.0,0 days 00:06:03.789473684,
"baki, o campei12o",Lï¿½o,0 days 09:36:00,0 days 00:48:24,0 days 00:28:10,0 days 01:52:40,0 days 06:26:45.365343,16,,,4,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11,"baki, o campei12o",,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:36:00,
ci12es de guerra,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,5,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ci12es de guerra,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:23:02.400000,
fall guy,Lï¿½o,0 days 01:55:12,0 days 00:05:03,0 days 00:09:48,0 days 00:39:12,0 days 01:01:08.549480,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,fall guy,Fall Guy,[18],https://image.tmdb.org/t/p/w500/t9boxUvb1XB0dZ8xZ7eEv6i8eRq.jpg,movie,1.9176,3,3.6,7,106,,['PH'],['innocence'],-1,-1,0,0,0,0,0,0,0,5.0,0 days 00:57:36,
a rede social,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,3,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a rede social,A Rede Social,[18],https://image.tmdb.org/t/p/w500/lTKU02ULMhCWlp3otBrgyRxh6YB.jpg,movie,8.984,16,7.371,12987,121,,['US'],"['hacker', 'based on novel or book', 'boston, massachusetts', 'ex-girlfriend', 'harvard university', 'narcissism', 'based on true story', 'hacking', 'historical fiction', 'twins', 'double cross', 'creator', 'frat party', 'social network', 'deposition', 'intellectual property', 'entrepreneur', 'arrogance', 'social media', 'questioning', 'meditative', 'young entrepreneur', 'facebook', 'legal drama', 'antagonistic', 'callous', 'defiant', 'frustrated', 'wry']",-1,2,0,0,0,0,0,0,0,6.0,0 days 00:38:24,
prison break,Lï¿½o,0 days 01:55:12,0 days 00:01:56,0 days 00:10:28,0 days 00:41:54,0 days 01:00:53.571439,6,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,prison break,Prison Break: Em Busca da Verdade,"[10759, 80, 18]",https://image.tmdb.org/t/p/w500/rK3Vwe0Wm0VXxf4IJCdlHeEREYx.jpg,tv,107.7795,21,8.071,5817,,5,['US'],"['prison', 'prisoner', 'brother', 'conspiracy', 'escape', 'fugitive', 'wrongful imprisonment', 'ex-con', 'escaped prisoner', 'effects from the past', 'gang solves mystery', 'excited']",-1,3,0,0,0,0,0,0,0,4.0,0 days 00:19:12,
the walking dead,Lï¿½o,3 days 14:24:00,0 days 07:21:10,0 days 05:01:50,0 days 20:07:20,2 days 05:53:40.727471,116,,,7,16,14,16,12,28,23,116,0,0,0,0,0,0,0,0,0,0,0,the walking dead,The Walking Dead,"[10759, 18, 10765]",https://image.tmdb.org/t/p/w500/9lb02gTh4LLB17yAEXFd4C3R4JP.jpg,tv,110.0663,16,8.1,17600,,11,['US'],"['post-apocalyptic future', 'gore', 'undead', 'survival', 'zombie', 'based on graphic novel', 'horror']",-1,5,0,0,0,0,0,1,0,4.5,0 days 00:44:41.379310344,
o regresso,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,5,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,o regresso,Terror em Silent Hill: Regresso Para o Inferno,"[9648, 18, 27]",https://image.tmdb.org/t/p/w500/mRbdOe5vMnY3HXxLnWgRFJHbCPs.jpg,movie,103.7708,0,5.029,273,106,,"['FR', 'JP', 'US', 'GB', 'DE']","['monster', 'wife', 'supernatural', 'letter', 'painter', 'sequel', 'punishment', 'love', 'survival', 'murder', 'creature', 'based on video game', 'ghost town', 'psychological', 'plot twist', 'psychological horror', 'violence', 'cliché']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:23:02.400000,
as vantagens de ser invisivel,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,7,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,as vantagens de ser invisivel,As Vantagens de Ser Invisível,[18],https://image.tmdb.org/t/p/w500/pUYWbq0I6oCrysxuL0OCxwB8wFp.jpg,movie,6.3845,14,7.8,11076,103,,['US'],"['school friend', 'depression', 'high school', 'friendship', 'based on novel or book', 'trauma', 'coming of age', 'freshman', 'school', 'teenage boy', 'high school student', 'first love', 'aunt nephew relationship', 'lgbt', 'mental health', 'lgbt teen', 'pittsburgh, pennsylvania', '1990s', 'based on young adult novel', 'gay theme', ""boys' love (bl)"", 'teenager', 'depressing', 'admiring', 'amused']",-1,2,0,0,0,0,0,1,0,5.0,0 days 00:16:27.428571428,
zumbili12ndia,Lï¿½o,0 days 01:55:12,0 days 00:19:11,0 days 00:07:56,0 days 00:31:46,0 days 00:56:19.096666,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,zumbili12ndia,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,6.5,0 days 00:57:36,
zumbili12ndia atire duas vezes,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,zumbili12ndia atire duas vezes,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,5.0,0 days 01:55:12,
neon genesis evangelion,Lï¿½o,0 days 10:24:00,0 days 00:31:31,0 days 00:36:19,0 days 02:25:16,0 days 06:50:54.872339,20,,,1,0,0,3,1,2,4,0,0,0,0,11,0,0,0,0,0,0,0,neon genesis evangelion,Neon Genesis Evangelion,"[10765, 16, 18]",https://image.tmdb.org/t/p/w500/AhtWPHqIT1cWdrKTZVDMZD4Ca4F.jpg,tv,31.5362,31,8.564,2017,[25],1,['JP'],"['angel', 'depression', 'symbolism', 'affectation', 'loss', 'love', 'mecha', 'giant robot', 'piloted robot', 'cyberpunk', 'self love', 'self-loathing', 'alien attack', 'disturbed', 'anime', 'reflective', 'psychological', 'science fiction', 'robots', 'suspense', 'suspenseful', 'exciting', 'depressing', 'admiring', 'post-apocalyptic']",-1,3,0,0,0,0,1,0,1,4.0,0 days 00:31:12,
o irlandi12s,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,3,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,o irlandi12s,,[],,,,,,,,,,[],-1,-1,0,0,0,0,0,0,0,8.0,0 days 00:38:24,
matrix,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,9,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,matrix,Matrix,"[28, 878]",https://image.tmdb.org/t/p/w500/lDqMDI3xpbB9UQRyeXfei0MXhqb.jpg,movie,23.6208,27,8.2,27526,136,,['US'],"['man vs machine', 'martial arts', 'kung fu', 'dreams', 'fortune teller', 'artificial intelligence (a.i.)', 'saving the world', 'hacker', 'self sacrifice', 'virtual reality', 'fight', 'prophecy', 'truth', 'philosophy', 'dystopia', 'insurgence', 'chosen one', 'pill', 'simulated reality ', 'cyberpunk', 'dream world', 'messiah', 'disturbed', 'action hero', 'gnosticism', 'oracle', 'joyous', 'soothsayer', 'baffled', 'distressing', 'allegory of the cave', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,9.0,0 days 00:12:48,
matrix 2,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,4,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,matrix 2,Matrix,"[28, 878]",https://image.tmdb.org/t/p/w500/lDqMDI3xpbB9UQRyeXfei0MXhqb.jpg,movie,23.6208,27,8.2,27526,136,,['US'],"['man vs machine', 'martial arts', 'kung fu', 'dreams', 'fortune teller', 'artificial intelligence (a.i.)', 'saving the world', 'hacker', 'self sacrifice', 'virtual reality', 'fight', 'prophecy', 'truth', 'philosophy', 'dystopia', 'insurgence', 'chosen one', 'pill', 'simulated reality ', 'cyberpunk', 'dream world', 'messiah', 'disturbed', 'action hero', 'gnosticism', 'oracle', 'joyous', 'soothsayer', 'baffled', 'distressing', 'allegory of the cave', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,7.0,0 days 00:28:48,
matrix 3,Lï¿½o,0 days 01:55:12,0 days 00:14:25,0 days 00:09:07,0 days 00:36:27,0 days 00:55:13.570205,11,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,matrix 3,Matrix Revolutions,"[12, 28, 53, 878]",https://image.tmdb.org/t/p/w500/92oJ810bYqijBQ8tqYL74mSpPtV.jpg,movie,8.383,23,6.748,10650,129,,['US'],"['dying and death', 'rescue', 'future', 'mission', 'man vs machine', 'underground world', 'machine town', 'martial arts', 'kung fu', 'hero', 'dreams', 'fortune teller', 'artificial intelligence (a.i.)', 'computer', 'saving the world', 'flying', 'temple', 'computer virus', 'virtual reality', 'fight', 'faith', 'truth', 'philosophy', 'key', 'killer robot', 'subway', 'dystopia', 'sun', 'sunlight', 'precognition', 'super computer', 'ying yang', 'cyberpunk', 'philosophical', 'action hero', 'gnosticism', 'excited', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,6.0,0 days 00:10:28.363636363,
matrix 4,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,0 days 00:00:00,8,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,matrix 4,Matrix Resurrections,"[878, 28, 12]",https://image.tmdb.org/t/p/w500/9DT4WVqZqBEI9Kub18gZ3m1D89m.jpg,movie,10.0475,5,6.342,6343,148,,['US'],"['future', 'man vs machine', 'underground world', 'artificial intelligence (a.i.)', 'computer', 'virtual reality', 'prophecy', 'dystopia', 'cyberpunk', 'aftercreditsstinger', 'dream world', 'philosophical', 'gnosticism', 'grand', 'romantic', 'sincere', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,3.0,0 days 00:14:24,
13 reasons why,Lï¿½o,1 days 04:48:00,0 days 01:27:14,0 days 02:57:54,0 days 11:51:35,0 days 12:31:17.625491,81,,,0,0,10,4,12,15,0,0,0,0,0,41,0,0,0,0,0,0,0,13 reasons why,13 Reasons Why,"[18, 9648]",https://image.tmdb.org/t/p/w500/8eUJQK8wRiBvGqiqMKEcYmAnESQ.jpg,tv,23.4409,9,7.55,4490,,4,['US'],"['suicide', 'rape', 'sexual abuse', 'based on novel or book', 'depression', 'loss', 'high school', 'sodomy', 'bullying', 'sexual violence', 'guilt', 'mental illness', 'mental health', 'classmate', 'child molestation', 'audio cassette', 'sexual assault', 'grim', 'amateur sleuth', 'complex', 'college applications', 'based on young adult novel', 'dark', 'hiv/aids epidemic', 'melodrama', 'teenager', 'secrets', 'depressed', 'thriller', 'gang solves mystery', 'depressing', 'baffled', 'distressing', 'pessimistic', 'wry']",-1,5,0,0,0,0,0,1,0,0.0,0 days 00:21:20,
flash,Lï¿½o,0 days 01:55:12,0 days 00:01:15,0 days 00:09:59,0 days 00:39:58,0 days 01:03:59.835924,5,,,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,flash,Flash,"[18, 10765]",https://image.tmdb.org/t/p/w500/lFxIoMKqkgTuxpghTPHBjoVstMV.jpg,tv,116.6514,12,7.763,11528,,9,['US'],"['speed', 'superhero', 'based on comic', 'super power', 'masked superhero', 'supervillain']",-1,3,0,1,0,0,0,1,0,3.0,0 days 00:23:02.400000,
cobra kai,Lï¿½o,0 days 19:12:00,0 days 03:30:20,0 days 01:04:17,0 days 04:17:06,0 days 10:20:16.583534,27,,,1,2,7,5,3,4,5,0,0,0,0,0,0,0,0,0,0,27,0,cobra kai,Cobra Kai,"[10759, 18, 35]",https://image.tmdb.org/t/p/w500/6POBWybSBDBKjSs1VAQcnQC1qyt.jpg,tv,46.7035,8,8.205,6827,,6,['US'],"['california', 'martial arts', 'karate', 'sensei', 'rivalry', 'dojo', 'martial artist', 'nostalgic', 'father figure', 'frenemies', 'father son relationship', 'heartfelt', 'action', 'rousing']",-1,3,0,0,0,0,0,0,0,5.0,0 days 00:42:40,
tropa de elite,Lï¿½o,0 days 01:55:12,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 01:55:12,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,tropa de elite,A Unidade: Tropa de Elite,"[10759, 18]",https://image.tmdb.org/t/p/w500/ftwhXqizcVRo4pgqFnTysR9tAIM.jpg,tv,29.2937,20,7.3,206,[42],4,['US'],"['military', 'military unit']",-1,3,0,0,0,0,0,0,0,6.0,0 days 01:55:12,
batman begins,Lï¿½o,0 days 01:55:12,0 days 00:04:24,0 days 00:08:48,0 days 00:35:13,0 days 01:06:47.669389,2,,,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,batman begins,Batman Begins,"[18, 80, 28]",https://image.tmdb.org/t/p/w500/7EyhcdfiLtH0xa6CZkyYuoWL2GJ.jpg,movie,13.6577,21,7.721,22356,140,,"['GB', 'US']","['martial arts', 'undercover', 'loss of loved one', 'secret identity', 'crime fighter', 'superhero', 'based on comic', 'rivalry', 'ninja', 'vigilante', 'tragic hero', 'super power', 'haunted by the past', 'evil doctor', 'master villain', 'unfulfilled love', 'inspirational']",-1,2,0,1,0,0,0,1,0,9.0,0 days 00:57:36,
peaky blinders,Lï¿½o,1 days 04:48:00,0 days 02:21:58,0 days 02:25:59,0 days 09:43:55,0 days 14:16:08.556482,50,,,9,7,4,4,4,5,8,0,41,0,0,0,0,0,0,0,0,0,0,peaky blinders,"Peaky Blinders: Sangue, Apostas e Navalhas","[18, 80]",https://image.tmdb.org/t/p/w500/i0uajcHH9yogXMfDHpOXexIukG9.jpg,tv,145.7119,13,8.524,10869,,6,['GB'],"['england', 'gypsy', 'corruption', 'gangster', 'outlaw', 'murder', 'drugs', 'criminal', 'period drama', 'historical', 'british history', 'protection racket', 'illegal gambling', 'historical drama', 'bookmaker', '1920s', '1910s', 'birmingham', 'modern history', 'violence']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:34:33.600000,
