CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between,is_tv,is_in_list,has_rated,engagement_score,is_mature,watched_time
Corra,Léo,0 days 01:55:12,1154.0,357.0,1428.0,3972.691837,3,,,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Corra,Corra Que a Polícia Vem Aí!,"[28, 35, 80]",https://image.tmdb.org/t/p/w500/vDN8VDEQjh8QBEeT7C6Ml5Uqln8.jpg,movie,17.8054,1,6.355,1565,85,,['US'],"['sequel', 'slapstick comedy', 'spoof', 'reboot', 'aftercreditsstinger', 'duringcreditsstinger', 'action comedy', 'amused']",-1,2,0,0,0,0,0,0,0,8.5,0 days 00:38:24,,0,0,0,9.25,0,6912.0
Pulp Fiction,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,3,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pulp Fiction,Pulp Fiction: Tempo de Violência,"[53, 80, 35]",https://image.tmdb.org/t/p/w500/tptjnB2LDbuUWya9Cx5sQtv5hqb.jpg,movie,29.4907,32,8.486,29901,154,,['US'],"['drug dealer', 'drug crime', 'stolen money', 'crime boss', 'redemption', 'los angeles, california', 'theft', 'nonlinear timeline', 'multiple storylines', 'neo-noir', 'dramatic', 'amused']",8,5,0,0,0,0,0,0,0,9.0,0 days 00:38:24,,0,0,0,8.240259740259742,1,6912.0
Bastardos inglórios,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,4,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bastardos inglórios,Bastardos Inglórios,"[18, 53, 10752]",https://image.tmdb.org/t/p/w500/fM7cHZc9WK9yU47kiiyMS4tW0uw.jpg,movie,19.8161,17,8.216,23933,152,,"['DE', 'US']","['guerrilla warfare', 'paris, france', 'self sacrifice', 'world war ii', 'jew persecution', 'german occupation of france', 'resistance fighter', 'nazism', 'anti-fascism', 'excited']",8,5,0,0,0,0,0,0,0,9.0,0 days 00:28:48,,0,0,0,8.289473684210527,1,6912.0
Narcos,Léo,1 days 04:48:00,793.0,8572.0,34287.0,60027.752315,43,,,0,7,12,11,7,3,0,0,0,0,0,0,0,0,0,0,40,0,0,Narcos,Narcos,"[80, 18]",https://image.tmdb.org/t/p/w500/zzz1KiXWqr8SvqiAb1NmFtnV7Uu.jpg,tv,36.9398,11,8.074,3224,,3,['US'],"['cocaine', 'drug dealer', 'outlaw', 'based on true story', 'drug cartel', 'conflict', 'drugs', 'drug lord', 'illegal drugs', 'dea', 'narcotics', 'angry', 'cartel', '1980s', 'escobar', 'pablo escobar', 'dark', 'narcos', 'colombia', 'gritty', 'thriller', 'action', 'harsh']",-1,5,0,0,0,0,0,0,0,9.0,0 days 00:40:11.162790697,,1,0,0,9.5,1,103680.0
Como vender drogas online (rápido),Léo,0 days 09:36:00,1362.0,2980.0,11922.0,18295.691439,22,,,0,2,2,3,1,3,1,0,0,0,0,0,0,12,0,0,0,0,0,Como vender drogas online (rápido),Como vender drogas online (rápido),"[18, 35, 80]",https://image.tmdb.org/t/p/w500/5TyQQQngkhZaYljdArGmtBwbc0C.jpg,tv,6.5764,7,7.909,921,,4,['DE'],"['germany', 'drug dealer', 'high school', 'based on true story', 'internet', 'bitcoin', 'tense']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:26:10.909090909,,1,0,0,8.0,1,34560.0
Bojack Horseman,Léo,1 days 14:24:00,2582.0,8176.0,32705.0,94777.330001,54,,,6,5,7,8,11,11,6,0,0,0,0,0,0,0,0,0,54,0,0,Bojack Horseman,BoJack Horseman,"[16, 35, 18]",https://image.tmdb.org/t/p/w500/6JFWzlChcGgLiIUo2COgNlWGFKy.jpg,tv,47.526,12,8.5,2792,,6,['US'],"['drug abuse', 'show business', 'depression', 'nihilism', 'horse', 'cynicism', 'alcoholism', 'satire', 'adult humor', 'anthropomorphism', 'hollywood', 'adult animation', 'hollywood star', 'existentialism', 'sitcom', 'thoughtful', 'nihilist', 'depressing', 'tragic', 'tv comedies']",-1,5,0,0,0,0,0,0,0,8.0,0 days 00:42:40,,1,0,0,9.0,1,138240.0
Diário de um banana,Léo,0 days 01:55:12,6912.0,0.0,0.0,0.0,8,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Diário de um banana,Diário de um Banana,"[35, 10751]",https://image.tmdb.org/t/p/w500/tY58gmX8031nEX76v76acQyqi6U.jpg,movie,5.3217,16,6.266,1744,92,,"['GB', 'US']","['cheese', 'coming of age', 'breaking the fourth wall', 'young boy', 'middle school', ""based on children's book"", 'duringcreditsstinger', 'live action and animation', 'line drawing', 'child protagonist', 'casual']",-1,1,0,0,0,0,0,0,0,6.0,0 days 00:14:24,,0,0,0,8.0,0,6912.0
Shrek 1,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,2,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Shrek 1,"Shrek 1 - ""Alheyuya"" (Josan)",[],,movie,0.0409,,0.0,0,,,,[],-1,-1,0,0,0,0,0,0,0,9.0,0 days 00:57:36,,0,0,0,9.5,0,6912.0
Uma noite no Museu,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,5,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Uma noite no Museu,Uma Noite no Museu,"[14, 10751, 35]",https://image.tmdb.org/t/p/w500/Pca1hVNgPAUcp6zVHldlboh80R.jpg,movie,11.7073,20,6.598,10858,108,,"['US', 'GB']","['night shift', 'skeleton', 'chaos', 'maya civilization', 'museum', 'genghis khan', 'natural history', 'dinosaur', ""based on children's book"", 'magical object', 'security guard', 'duringcreditsstinger', 'pharaoh', 'inanimate objects come to life', 'cheerful']",-1,1,0,0,0,0,0,0,0,6.0,0 days 00:23:02.400000,,0,0,0,8.0,0,6912.0
Uma aventura lego,Léo,0 days 01:55:12,6912.0,0.0,0.0,0.0,3,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Uma aventura lego,Uma Aventura Lego,"[16, 10751, 12, 35, 14]",https://image.tmdb.org/t/p/w500/yFAP5ePJuKaiFNm0h3hi3P3p19E.jpg,movie,9.1594,12,7.42,8363,100,,"['AU', 'DK', 'US']","['friendship', 'parent child relationship', 'prophecy', 'superhero', 'villain', 'based on comic', 'part live action', 'based on toy', 'falling in love', 'anti villain', 'super power', 'good cop bad cop', 'duringcreditsstinger', 'live action and animation', 'lego', 'father son relationship', 'loving', 'mischievous', 'playful', 'irreverent', 'evil tyrant', 'witty', 'hilarious', 'whimsical', 'celebratory', 'euphoric', 'exhilarated', 'exuberant', 'ridiculous']",-1,1,0,1,0,0,0,1,0,6.0,0 days 00:38:24,,0,0,0,8.0,0,6912.0
O incrível mundo de gumball,Léo,0 days 19:12:00,6222.0,3932.0,15729.0,43236.843445,31,,,2,4,8,4,3,1,2,0,0,0,0,0,0,0,24,0,0,0,0,O incrível mundo de gumball,O Incrível Mundo de Gumball,"[16, 10751, 10765, 35]",https://image.tmdb.org/t/p/w500/2NGCRWnZpsIevwpjBLkoXfnqSgg.jpg,tv,39.6359,15,8.54,1702,,6,"['DE', 'US', 'IE', 'GB']","['cartoon cat', 'ridiculous']",-1,1,0,0,0,0,0,0,0,7.0,0 days 00:37:09.677419354,,1,0,0,8.5,0,69120.0
Shrek 2,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Shrek 2,Shrek 2,"[16, 10751, 35, 14, 10749]",https://image.tmdb.org/t/p/w500/5qufJXxNjgV9Md9Vek6pzsb20zu.jpg,movie,14.736,22,7.31,13300,93,,['US'],"['prison', 'princess', 'magic', 'kingdom', 'fairy tale', 'liberation', 'transformation', 'honeymoon', 'prince', 'villain', 'parents-in-law', 'enchantment', 'sequel', 'anthropomorphism', 'dragon', 'ogre', 'fairy godmother', 'cartoon donkey']",-1,1,0,0,0,1,0,0,0,8.0,0 days 01:55:12,,0,0,0,9.0,0,6912.0
Cyberpunk: edgerunners,Léo,0 days 01:55:12,0.0,6912.0,0.0,0.0,19,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cyberpunk: edgerunners,Cyberpunk: Mercenários,"[16, 10759, 18, 10765]",https://image.tmdb.org/t/p/w500/nWvAY8yHE873adMws83XqBPf7W2.jpg,tv,18.7811,4,8.473,1738,[25],2,['JP'],"['technology', 'mercenary', 'dystopia', 'anthology', 'conspiracy', 'cyberpunk', 'based on video game', 'futuristic society', 'aggressive', 'anime', 'original net animation (ona)', 'bitter', 'tragic']",-1,5,0,0,0,0,1,0,1,8.0,0 days 00:06:03.789473684,,1,0,0,9.0,1,6912.0
"Baki, o campeão",Léo,0 days 09:36:00,2904.0,1690.0,6760.0,23205.365343,16,,,4,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11,"Baki, o campeão",Baki - O Campeão,"[16, 10759, 80, 18]",https://image.tmdb.org/t/p/w500/hTlJIKptJedaho7N42xCdX0dJyY.jpg,tv,23.1113,8,8.1,1366,[24],2,['JP'],"['martial arts', 'fight', 'based on manga', 'underground fighting', 'warrior', 'strong', 'shounen', 'anime', 'fighting style', 'original net animation (ona)']",-1,5,0,0,0,0,0,1,1,6.0,0 days 00:36:00,,1,0,0,8.0,1,34560.0
Cães de guerra,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,5,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cães de guerra,Cães de Guerra,"[35, 80, 18]",https://image.tmdb.org/t/p/w500/uv9g0yF3z10tWWq24OQewQf6r5e.jpg,movie,6.892,10,6.939,5402,115,,['US'],"['corruption', 'smuggling (contraband)', 'iraq', 'rise and fall', 'drugs', 'american exceptionalism']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:23:02.400000,,0,0,0,8.0,1,6912.0
Fall guy,Léo,0 days 01:55:12,303.0,588.0,2352.0,3668.54948,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,Fall guy,Duro na Queda,"[10759, 80]",https://image.tmdb.org/t/p/w500/q8IS76HrmnjwGAvMwcanxohNja4.jpg,tv,24.2224,45,7.6,163,[47],5,['US'],"['bounty hunter', 'chase', 'stuntman', 'pickup truck', 'adventurer', 'bad guy', 'action hero']",-1,1,0,0,0,0,0,0,0,5.0,0 days 00:57:36,,1,0,0,6.585106382978724,0,6912.0
A rede social,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,3,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A rede social,A Rede Social,[18],https://image.tmdb.org/t/p/w500/lTKU02ULMhCWlp3otBrgyRxh6YB.jpg,movie,10.8887,16,7.371,13015,121,,['US'],"['hacker', 'based on novel or book', 'boston, massachusetts', 'ex-girlfriend', 'harvard university', 'narcissism', 'based on true story', 'hacking', 'historical fiction', 'twins', 'double cross', 'creator', 'frat party', 'social network', 'deposition', 'intellectual property', 'entrepreneur', 'arrogance', 'social media', 'questioning', 'meditative', 'young entrepreneur', 'facebook', 'legal drama', 'antagonistic', 'callous', 'defiant', 'frustrated', 'wry']",-1,2,0,0,0,0,0,0,0,6.0,0 days 00:38:24,,0,0,0,7.760330578512397,0,6912.0
Prison Break,Léo,0 days 01:55:12,116.0,628.0,2514.0,3653.571439,6,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Prison Break,Prison Break: Em Busca da Verdade,"[10759, 80, 18]",https://image.tmdb.org/t/p/w500/rK3Vwe0Wm0VXxf4IJCdlHeEREYx.jpg,tv,92.7898,21,8.069,5837,,5,['US'],"['prison', 'prisoner', 'brother', 'conspiracy', 'escape', 'fugitive', 'wrongful imprisonment', 'ex-con', 'escaped prisoner', 'effects from the past', 'gang solves mystery', 'excited']",-1,3,0,0,0,0,0,0,0,4.0,0 days 00:19:12,,1,0,0,6.800000000000001,1,6912.0
The walking dead,Léo,3 days 14:24:00,26470.0,18110.0,72440.0,194020.727471,116,,,7,16,14,16,12,28,23,116,0,0,0,0,0,0,0,0,0,0,0,The walking dead,The Walking Dead,"[10759, 18, 10765]",https://image.tmdb.org/t/p/w500/9lb02gTh4LLB17yAEXFd4C3R4JP.jpg,tv,117.8544,16,8.083,17632,,11,['US'],"['post-apocalyptic future', 'gore', 'undead', 'survival', 'zombie', 'based on graphic novel', 'horror']",-1,5,0,0,0,0,0,1,0,4.5,0 days 00:44:41.379310344,,1,0,0,7.25,1,311040.0
O regresso,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,5,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,O regresso,Terror em Silent Hill: Regresso Para o Inferno,"[9648, 18, 27]",https://image.tmdb.org/t/p/w500/eVuYY1BjtiWkuQ8zAzVQ73ju3T0.jpg,movie,106.8256,0,5.0,304,106,,"['FR', 'JP', 'US', 'GB', 'DE']","['monster', 'wife', 'supernatural', 'letter', 'painter', 'sequel', 'punishment', 'love', 'survival', 'murder', 'creature', 'based on video game', 'ghost town', 'psychological', 'plot twist', 'psychological horror', 'violence', 'bewildered']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:23:02.400000,,0,0,0,8.5,1,6912.0
As vantagens de ser invisivel,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,7,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,As vantagens de ser invisivel,As Vantagens de Ser Invisível,[18],https://image.tmdb.org/t/p/w500/pUYWbq0I6oCrysxuL0OCxwB8wFp.jpg,movie,7.5104,14,7.801,11101,103,,['US'],"['school friend', 'depression', 'high school', 'friendship', 'based on novel or book', 'trauma', 'coming of age', 'freshman', 'school', 'teenage boy', 'high school student', 'first love', 'aunt nephew relationship', 'lgbt', 'mental health', 'lgbt teen', 'pittsburgh, pennsylvania', '1990s', 'based on young adult novel', 'gay theme', ""boys' love (bl)"", 'teenager', 'depressing', 'admiring', 'amused']",-1,2,0,0,0,0,0,1,0,5.0,0 days 00:16:27.428571428,,0,0,0,7.5,0,6912.0
Zumbilândia,Léo,0 days 01:55:12,1151.0,476.0,1906.0,3379.096666,2,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zumbilândia,Zumbilândia,"[35, 27]",https://image.tmdb.org/t/p/w500/mXuFhb5U2FgVq8uu4k3luQVRwLK.jpg,movie,8.8488,17,7.259,13043,88,,['US'],"['washington dc, usa', 'sibling relationship', 'saving the world', 'circus', 'post-apocalyptic future', 'gore', 'parody', 'road trip', 'zombie', 'survival horror', 'amusement park', 'twinkie', 'body count', 'zombification', 'disposing of a dead body', 'loner', 'aftercreditsstinger', 'zombie apocalypse', 'satirical', 'fear of clowns', 'absurd', 'dramatic', 'hilarious', 'enthusiastic', 'exhilarated', 'foreboding', 'frightened', 'sarcastic']",-1,5,0,0,0,0,0,0,0,6.5,0 days 00:57:36,,0,0,0,8.25,1,6912.0
Zumbilândia Atire duas vezes,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Zumbilândia Atire duas vezes,Zumbilândia: Atire Duas Vezes,"[27, 35]",https://image.tmdb.org/t/p/w500/x8T7xy6usNhTWphfQTH7vmr4tOC.jpg,movie,5.5492,7,6.9,6185,99,,['US'],"['marriage proposal', 'the white house', 'gore', 'road trip', 'sequel', 'survival', 'spoof', 'zombie', 'recreational vehicle', 'road movie', 'aftercreditsstinger', 'frantic', 'minivan', 'christmas present', 'absurd', 'hilarious', 'whimsical', 'ambiguous', 'amused', 'frightened', 'casa branca']",-1,5,0,0,0,0,0,0,0,5.0,0 days 01:55:12,,0,0,0,7.5,1,6912.0
Neon Genesis Evangelion,Léo,0 days 10:24:00,1891.0,2179.0,8716.0,24654.872339,20,,,1,0,0,3,1,2,4,0,0,0,0,11,0,0,0,0,0,0,0,Neon Genesis Evangelion,Neon Genesis Evangelion,"[10765, 16, 18]",https://image.tmdb.org/t/p/w500/AhtWPHqIT1cWdrKTZVDMZD4Ca4F.jpg,tv,27.3149,31,8.565,2023,[25],1,['JP'],"['angel', 'depression', 'symbolism', 'affectation', 'loss', 'love', 'mecha', 'giant robot', 'piloted robot', 'cyberpunk', 'self love', 'self-loathing', 'alien attack', 'disturbed', 'anime', 'reflective', 'psychological', 'science fiction', 'robots', 'suspense', 'suspenseful', 'exciting', 'depressing', 'admiring', 'post-apocalyptic']",-1,3,0,0,0,0,1,0,1,4.0,0 days 00:31:12,,1,0,0,7.0,1,37440.0
O irlandês,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,3,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O irlandês,O Irlandês,"[80, 18, 36]",https://image.tmdb.org/t/p/w500/9H1XgBZFoVnh7nSibGWZcJMOL6C.jpg,movie,9.338,7,7.577,7414,209,,['US'],"['chicago, illinois', 'philadelphia, pennsylvania', 'based on novel or book', 'hitman', 'war veteran', 'pennsylvania, usa', 'gangster', '1970s', 'irish-american', 'male friendship', 'aging', 'family relationships', 'murder', 'organized crime', 'mafia', 'religion', 'detroit, michigan', 'sicilian mafia', 'nonlinear timeline', 'character study', 'labor union', '1950s', '1960s', 'mob family', 'jimmy hoffa', 'voiceover', 'father daughter relationship']",2,5,0,0,0,0,0,0,0,8.0,0 days 00:38:24,,0,0,0,6.755980861244019,1,6912.0
Matrix,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,9,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matrix,Matrix,"[28, 878]",https://image.tmdb.org/t/p/w500/lDqMDI3xpbB9UQRyeXfei0MXhqb.jpg,movie,28.9081,27,8.241,27574,136,,['US'],"['man vs machine', 'martial arts', 'kung fu', 'dreams', 'fortune teller', 'artificial intelligence (a.i.)', 'saving the world', 'hacker', 'self sacrifice', 'virtual reality', 'fight', 'prophecy', 'truth', 'philosophy', 'dystopia', 'insurgence', 'chosen one', 'pill', 'simulated reality ', 'cyberpunk', 'dream world', 'messiah', 'disturbed', 'action hero', 'gnosticism', 'oracle', 'joyous', 'soothsayer', 'baffled', 'distressing', 'allegory of the cave', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,9.0,0 days 00:12:48,,0,0,0,8.735294117647058,1,6912.0
Matrix 2,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,4,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Matrix 2,Matrix Reloaded,"[12, 28, 53, 878]",https://image.tmdb.org/t/p/w500/ayZkaN2f3ASjWW8ooCfuJT3T8Va.jpg,movie,12.4412,23,7.071,11812,138,,['US'],"['dying and death', 'future', 'mission', 'man vs machine', 'underground world', 'martial arts', 'kung fu', 'hero', 'dreams', 'fortune teller', 'artificial intelligence (a.i.)', 'computer', 'saving the world', 'computer virus', 'virtual reality', 'fight', 'prophecy', 'faith', 'truth', 'key', 'dystopia', 'simulation', 'plato', 'precognition', 'rave', 'car crash', 'sequel', 'cyberpunk', 'action hero', 'gnosticism', 'oracle', 'grand', 'romantic', 'defiant', 'sardonic', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,7.0,0 days 00:28:48,,0,0,0,7.673913043478262,1,6912.0
Matrix 3,Léo,0 days 01:55:12,865.0,547.0,2187.0,3313.570205,11,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Matrix 3,Armitage III: Dual-Matrix,"[53, 28, 16, 878, 12]",https://image.tmdb.org/t/p/w500/kIokBz6IlEP6hOGsE2OEKmMp8tu.jpg,movie,1.9508,24,6.3,57,90,,['JP'],"['sequel', 'cyberpunk', 'robot', 'toddler']",-1,-1,0,0,0,0,0,0,0,6.0,0 days 00:10:28.363636363,,0,0,0,8.0,0,6912.0
Matrix 4,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,8,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Matrix 4,Matrix Resurrections,"[878, 28, 12]",https://image.tmdb.org/t/p/w500/9DT4WVqZqBEI9Kub18gZ3m1D89m.jpg,movie,10.3102,5,6.339,6366,148,,['US'],"['future', 'man vs machine', 'underground world', 'artificial intelligence (a.i.)', 'computer', 'virtual reality', 'prophecy', 'dystopia', 'cyberpunk', 'aftercreditsstinger', 'dream world', 'philosophical', 'gnosticism', 'grand', 'romantic', 'sincere', 'dystopian sci-fi']",-1,5,0,0,0,0,1,0,0,3.0,0 days 00:14:24,,0,0,0,5.391891891891892,1,6912.0
The umbrella academy,Léo,0 days 14:24:00,1720.0,4920.0,19680.0,25519.97891,44,,,0,1,3,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,20,The umbrella academy,The Umbrella Academy,"[10759, 10765, 18]",https://image.tmdb.org/t/p/w500/qhcwrnnCnN8NE1N6XXKHFmveJR9.jpg,tv,30.7402,7,8.486,9906,,4,['US'],"['secret society', 'time travel', 'superhero', 'based on comic', 'dysfunctional family', 'alternate history', 'apocalypse', 'armageddon', 'universe', 'sibling', 'super power', 'end of world', 'curious', 'kids', 'science fiction', 'offbeat', 'witty', 'whimsical', 'wry']",-1,5,0,1,0,1,0,1,0,4.0,0 days 00:19:38.181818181,,1,0,0,7.0,1,51840.0
13 reasons why,Léo,1 days 04:48:00,5234.0,10674.0,42695.0,45077.625491,81,,,0,0,10,4,12,15,0,0,0,0,0,41,0,0,0,0,0,0,0,13 reasons why,13 Reasons Why,"[18, 9648]",https://image.tmdb.org/t/p/w500/8eUJQK8wRiBvGqiqMKEcYmAnESQ.jpg,tv,24.307,9,7.547,4500,,4,['US'],"['suicide', 'rape', 'sexual abuse', 'based on novel or book', 'depression', 'loss', 'high school', 'sodomy', 'bullying', 'sexual violence', 'guilt', 'mental illness', 'mental health', 'classmate', 'child molestation', 'audio cassette', 'sexual assault', 'grim', 'amateur sleuth', 'complex', 'college applications', 'based on young adult novel', 'dark', 'hiv/aids epidemic', 'melodrama', 'teenager', 'secrets', 'depressed', 'thriller', 'gang solves mystery', 'depressing', 'baffled', 'distressing', 'pessimistic', 'wry']",-1,5,0,0,0,0,0,1,0,0.0,0 days 00:21:20,,1,0,0,5.0,1,103680.0
Flash,Léo,0 days 01:55:12,75.0,599.0,2398.0,3839.835924,5,,,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Flash,Flash,"[18, 10765]",https://image.tmdb.org/t/p/w500/lFxIoMKqkgTuxpghTPHBjoVstMV.jpg,tv,114.038,12,7.763,11534,,9,['US'],"['speed', 'superhero', 'based on comic', 'super power', 'masked superhero', 'supervillain']",-1,3,0,1,0,0,0,1,0,3.0,0 days 00:23:02.400000,,1,0,0,6.300000000000001,1,6912.0
Cobra kai,Léo,0 days 19:12:00,12620.0,3857.0,15426.0,37216.583534,27,,,1,2,7,5,3,4,5,0,0,0,0,0,0,0,0,0,0,27,0,Cobra kai,Cobra Kai,"[10759, 18, 35]",https://image.tmdb.org/t/p/w500/6POBWybSBDBKjSs1VAQcnQC1qyt.jpg,tv,50.2397,8,8.204,6834,,6,['US'],"['california', 'martial arts', 'karate', 'sensei', 'rivalry', 'dojo', 'martial artist', 'nostalgic', 'father figure', 'frenemies', 'father son relationship', 'heartfelt', 'action', 'rousing']",-1,3,0,0,0,0,0,0,0,5.0,0 days 00:42:40,,1,0,0,7.5,1,69120.0
Tropa de elite,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tropa de elite,A Unidade: Tropa de Elite,"[10759, 18]",https://image.tmdb.org/t/p/w500/ftwhXqizcVRo4pgqFnTysR9tAIM.jpg,tv,27.9045,20,7.3,206,[42],4,['US'],"['military', 'military unit']",-1,3,0,0,0,0,0,0,0,6.0,0 days 01:55:12,,1,0,0,7.571428571428571,1,6912.0
Batman Begins,Léo,0 days 01:55:12,264.0,528.0,2113.0,4007.669389,2,,,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,Batman Begins,Batman Begins,"[18, 80, 28]",https://image.tmdb.org/t/p/w500/7EyhcdfiLtH0xa6CZkyYuoWL2GJ.jpg,movie,15.199,21,7.721,22390,140,,"['GB', 'US']","['martial arts', 'undercover', 'loss of loved one', 'secret identity', 'crime fighter', 'superhero', 'based on comic', 'rivalry', 'ninja', 'vigilante', 'tragic hero', 'super power', 'haunted by the past', 'evil doctor', 'master villain', 'unfulfilled love', 'inspirational']",-1,2,0,1,0,0,0,1,0,9.0,0 days 00:57:36,,0,0,0,8.614285714285714,0,6912.0
Peaky Blinders,Léo,1 days 04:48:00,8518.0,8759.0,35035.0,51368.556482,50,,,9,7,4,4,4,5,8,0,41,0,0,0,0,0,0,0,0,0,0,Peaky Blinders,"Peaky Blinders: Sangue, Apostas e Navalhas","[18, 80]",https://image.tmdb.org/t/p/w500/i0uajcHH9yogXMfDHpOXexIukG9.jpg,tv,275.332,13,8.525,10922,,6,['GB'],"['england', 'gypsy', 'corruption', 'gangster', 'outlaw', 'murder', 'drugs', 'criminal', 'period drama', 'historical', 'british history', 'protection racket', 'illegal gambling', 'historical drama', 'bookmaker', '1920s', '1910s', 'birmingham', 'modern history', 'violence', 'suspenseful']",-1,5,0,0,0,0,0,0,0,6.0,0 days 00:34:33.600000,,1,0,0,8.0,1,103680.0
Clube da Luta,Léo,0 days 01:55:12,1334.0,510.0,2041.0,3026.584265,2,,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,Clube da Luta,Clube da Luta,"[18, 53]",https://image.tmdb.org/t/p/w500/mCICnh7QBH0gzYaTQChBDDVIKdm.jpg,movie,28.7569,27,8.438,31685,139,,"['DE', 'US']","['dual identity', 'rage and hate', 'based on novel or book', 'nihilism', 'fight', 'support group', 'dystopia', 'insomnia', 'alter ego', 'breaking the fourth wall', 'split personality', 'quitting a job', 'dissociative identity disorder', 'self destructiveness']",-1,5,0,0,0,0,1,0,0,9.0,0 days 00:57:36,,0,0,0,8.64388489208633,1,6912.0
Donnie Darko,Léo,0 days 01:55:12,6912.0,0.0,0.0,0.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Donnie Darko,Donnie Darko,"[14, 18, 9648]",https://image.tmdb.org/t/p/w500/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,movie,10.778,25,7.764,13279,113,,['US'],"['high school', 'airplane', 'parent child relationship', 'presidential election', 'therapist', 'school performance', 'halloween', 'time travel', 'vandalism', 'melancholy', 'surrealism', 'loss', 'imaginary friend', 'suburbia', 'arson', 'vision', 'school', 'psychological thriller', 'mental illness', 'virginia', 'sleepwalking', '1980s', 'parallel universe']",-1,5,0,0,0,0,0,0,0,6.5,0 days 01:55:12,,0,0,0,8.25,1,6912.0
